Product_name,Price,Ratings,Features,pagenum,Original_Price,Discount,Review
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,"₹35,490",4.2,"Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",35,"₹65,900",46% off,"35,529 Ratings & 4,403 Reviews"
Haier 2024 Model 1.5 Ton 5 Star Split Inverter AC,"₹37,150",4.1,Annual Power Usage: 743.05 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,35,"₹50,967",27% off,"2,083 Ratings & 252 Reviews"
Whirlpool 2018 Model 1.5 Ton 3 Star Split Inverter AC,"₹30,450",4.1,"Annual Power Usage: 0 UnitsRoom Size: 111 - 150 sqft1 Year on Comprehensive Unit , 10 years on compressor & 1 year on condensor",35,"₹65,400",53% off,"29,645 Ratings & 3,512 Reviews"
Panasonic 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,"₹41,390",4.3,"Annual Power Usage: 759.55 UnitsRoom Size: 111 - 150 sqft5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years.",35,"₹59,300",30% off,"19,993 Ratings & 2,150 Reviews"
Voltas 2025 Model 1 Ton 5 Star Split Inverter 4-IN-1 Adjustable Mode | Energy Efficient | High Ambient...,"₹32,990",4.2,"Annual Power Usage: 518.75 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product,5 Years on PCB and 10 Years Warranty on Compressor",35,"₹58,890",43% off,"1,843 Ratings & 234 Reviews"
Voltas 2019 Model 1.5 Ton 5 Star Split Inverter AC,"₹37,650",4.2,Annual Power Usage: 892.32 UnitsRoom Size: 111 - 150 sqft1 Year on Product and 5 Years on Compressor from Voltas,35,"₹75,200",49% off,"38,011 Ratings & 3,641 Reviews"
"Haier 2024 Model 1.5 Ton 5 Star Window Dual Inverter Micro Bacterial Filter, 54 High Ambient Performan...","₹32,390",4.2,Annual Power Usage: 1102.64 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 6 Years Warranty on Compressor,35,"₹55,300",41% off,86 Ratings & 12 Reviews
CARRIER 2021 Model 1 Ton 3 Star Split Inverter with Wi-fi AC,"₹30,105",4.2,Annual Power Usage: 2550 UnitsRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on AC and 10 Years Warranty on Compressor,35,"₹45,900",34% off,"13,019 Ratings & 1,541 Reviews"
Voltas 2020 Model 1 Ton 3 Star Split AC,"₹28,999",4.1,Annual Power Usage: 0 UnitsRoom Size: 90 sqft or Below1 Year on Product and 5 Years on Compressor from Voltas,35,"₹46,000",36% off,"7,817 Ratings & 861 Reviews"
Whirlpool 2025 Model 1.5 Ton 5 Star Split Inverter AC,"₹34,490",4.2,"Annual Power Usage: 728.95 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product, 5 Year Warranty On Compressor",35,"₹65,083",47% off,"20,904 Ratings & 2,368 Reviews"
"Godrej 2025 Model 1.5 Ton 4 Star Split Inverter 5-In-1-Convertible Cooling, 4 Way Air Swing And Heavy ...","₹30,990",4,"Annual Power Usage: 835.07 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",35,"₹46,000",32% off,"9,395 Ratings & 703 Reviews"
"LG 2023 Model 1.5 Ton 5 Star Split Inverter AI Convertible 6-in-1 Cooling , HD Filter with Anti-Virus ...","₹43,450",4.2,"Annual Power Usage: 685.26 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor with Gas Charging",35,"₹75,990",42% off,"42,229 Ratings & 4,040 Reviews"
Hitachi 2023 Model 1.5 Ton 3 Star Split Inverter AC,"₹37,890",4,Annual Power Usage: 1024.34 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,35,"₹63,100",39% off,"10,195 Ratings & 1,239 Reviews"
Godrej 2025 Model 1 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling with Heavy Duty Cooling At Ex...,"₹26,990",4,"Annual Power Usage: 1034 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",36,"₹38,600",30% off,"7,273 Ratings & 668 Reviews"
Godrej 2025 Model 1 Ton 5 Star Split Inverter 5-In-1-Convertible CoolingI-sense Technology with Blue F...,"₹29,990",4,"Annual Power Usage: 516.37 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",36,"₹45,050",33% off,"2,336 Ratings & 235 Reviews"
ONIDA 2022 Model 1 Ton 3 Star Split Inverter AC,"₹26,311",4.2,Annual Power Usage: 713.54 UnitsRoom Size: 90 sqft or Below1 Year on Product and 5 Year on Compressor from Onida,36,"₹48,490",45% off,"8,936 Ratings & 1,239 Reviews"
Hitachi 2023 Model 1.5 Ton 3 Star Split Inverter Xpandable plus Ambience Light R 32 AC,"₹37,350",4,"Annual Power Usage: 1024.34 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on Controller (PCB) and 10 Years Warranty on Compressor",36,"₹63,100",40% off,"10,195 Ratings & 1,239 Reviews"
Daikin 2023 Model 1 Ton 3 Star Split Inverter AC,"₹32,400",4.1,"Annual Power Usage: 680.4 UnitsRoom Size: 90 sqft or Below1 Year on Product, 5 Years on PCB and 10 Years on Compressor",36,"₹42,000",22% off,"4,181 Ratings & 355 Reviews"
Godrej 2025 Model 2 Ton 3 Star Cassette AC,"₹65,880",,Annual Power Usage: 1231.6 kWhRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,36,"₹1,09,000",39% off,
Daikin 2025 Model 1.5 Ton 3 Star Split Inverter AC,"₹34,490",4.2,Annual Power Usage: 966.47 UnitsRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty from 1 st Nov 2025 to 31st Jan 2026,36,"₹53,830",35% off,"20,403 Ratings & 1,536 Reviews"
Haier Kinouchi Limited Edition 2025 Model 1.6 Ton 5 Star Split Inverter with Wi-fi AC,"₹45,990",4.1,Annual Power Usage: 836.95 kWhRoom Size: 151 - 200 sqftManufacturer Warranty: 5 years on the product and 12 years on the compressor (1-year warranty card in the box + 4-year promotional warranty post-installation).,36,"₹78,200",41% off,178 Ratings & 16 Reviews
Godrej 2024 Model 1 Ton 3 Star Split Inverter AC,"₹26,999",4,"Annual Power Usage: 675.33 UnitsRoom Size: 90 sqft or Below1 Year Warranty on the Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",36,"₹41,900",35% off,"7,273 Ratings & 668 Reviews"
"LG 2023 Model 1 Ton 5 Star Split Inverter with Wi-fi 4 Way Swing, HD Filter with Anti-Virus Protection...","₹74,382",4.2,"Annual Power Usage: 521.2 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor with Gas Charging",36,"₹75,999",2% off,"7,056 Ratings & 767 Reviews"
Voltas 2025 Model 1 Ton 3 Star Split Inverter 4-IN-1 Adjustable Mode | Energy Efficient | High Ambient...,"₹27,990",4.1,"Annual Power Usage: 672.93 UnitsRoom Size: 90 sqft or Below5 years warranty from
the date of installation, (Inverter or Fixed Speed
SACs) of Tonnage up to 2.2 Tr (Offer valid only from 31st October 2025 to 30th November 2025). It is applicable only for residential usage only and does not apply to commercial or National Accounts customers, 5 Years warranty on PCB, 10 Years on Inverter Compressor.",36,"₹52,390",46% off,"7,817 Ratings & 861 Reviews"
Voltas 2025 Model 1 Ton 5 Star Split Inverter 4-IN-1 Adjustable Mode | Energy Efficient | High Ambient...,"₹32,990",4.2,"Annual Power Usage: 518.75 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product,5 Years on PCB and 10 Years Warranty on Compressor",36,"₹58,890",43% off,"1,843 Ratings & 234 Reviews"
Panasonic 2024 Model 2 Ton 3 Star Split Inverter AC,"₹62,241",4.2,"Annual Power Usage: 1195.22 UnitsRoom Size: 151 - 200 sqft1 year on product, 5 years warranty on PCB, 10 years warranty on compressor",36,"₹67,400",7% off,789 Ratings & 69 Reviews
CARRIER 2020 Model 1.5 Ton 5 Star Window Inverter AC,"₹38,908",4.3,"Annual Power Usage: 1135.3 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 2 Years on Outdoor PCB and 10 Years on Compressor",36,"₹58,100",33% off,"1,021 Ratings & 112 Reviews"
Haier 2024 Model 1.6 Ton 5 Star Split Inverter AC,"₹39,490",4.1,Annual Power Usage: 836.95 UnitsRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,36,"₹79,000",50% off,178 Ratings & 16 Reviews
Blue Star 2023 Model 1.5 Ton 3 Star Window AC,"₹34,417",4.2,Annual Power Usage: 1168.9 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on AC and 5 Years Warranty on Compressor,36,"₹39,507",12% off,"1,806 Ratings & 175 Reviews"
Godrej 2025 Model 1.4 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling Heavy Duty Cooling At Extre...,"₹28,490",3.9,"Annual Power Usage: 905.88 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",36,"₹40,450",29% off,"2,554 Ratings & 205 Reviews"
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,"₹35,490",4.2,"Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",36,"₹65,900",46% off,"35,529 Ratings & 4,403 Reviews"
"Haier 2022 Model 1 Ton 3 Star Split Extreme Temperature Cooling,Micro Antibacterial Filter, AC","₹29,439",4.1,Annual Power Usage: 2631.91 UnitsRoom Size: 90 sqft or Below1 Year Comprehensive Warranty and 6 Years on Compressor,36,"₹54,490",45% off,"1,383 Ratings & 128 Reviews"
Blue Star 2024 Model 1.5 Ton 3 Star Split Inverter with Wi-fi AC,"₹32,680",4.1,"Annual Power Usage: 1026.46 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB, 10 Years Warranty on Compressor",36,"₹64,500",49% off,"24,393 Ratings & 2,066 Reviews"
Panasonic 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,"₹41,390",4.3,"Annual Power Usage: 759.55 UnitsRoom Size: 111 - 150 sqft5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years.",36,"₹59,300",30% off,"19,993 Ratings & 2,150 Reviews"
Whirlpool 2025 Model 1.5 Ton 5 Star Split Inverter AC,"₹34,490",4.2,"Annual Power Usage: 728.95 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product, 5 Year Warranty On Compressor",36,"₹65,083",47% off,"20,904 Ratings & 2,368 Reviews"
Voltas 2024 Model 1.5 Ton 3 Star Split Inverter AC,"₹31,990",4.2,"Annual Power Usage: 975.26 UnitsRoom Size: 111 - 150 sqft1 year on product, 5 years warranty on PCB, 10 years warranty on compressor",36,"₹64,990",50% off,"76,308 Ratings & 6,621 Reviews"
Blue Star 2023 Model 1.5 Ton 5 Star Split Inverter AC,"₹60,000",4.2,Annual Power Usage: 774.88 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,36,,,"12,523 Ratings & 1,070 Reviews"
Godrej 2019 Model 1 Ton 5 Star Split Inverter AC,"₹32,650",4,Annual Power Usage: 611.29 UnitsRoom Size: 90 sqft or Below1 Year Comprehensive and 10 Years on Compressor,37,"₹55,400",41% off,"2,336 Ratings & 235 Reviews"
CARRIER 2021 Model 1 Ton 3 Star Split Inverter AC,"₹32,450",4.2,Annual Power Usage: 1595 UnitsRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on AC and 10 Years on Compressor,37,"₹45,999",29% off,"13,019 Ratings & 1,541 Reviews"
Daikin 2025 Model 1.5 Ton 3 Star Split Inverter AC,"₹34,490",4.2,Annual Power Usage: 966.47 UnitsRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty from 1 st Nov 2025 to 31st Jan 2026,37,"₹53,830",35% off,"20,403 Ratings & 1,536 Reviews"
Godrej 2025 Model 1 Ton 5 Star Split Inverter 5-In-1-Convertible CoolingI-sense Technology with Blue F...,"₹29,990",4,"Annual Power Usage: 516.37 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",37,"₹45,050",33% off,"2,336 Ratings & 235 Reviews"
Hitachi 2023 Model 1.8 Ton 3 Star Split Inverter with Wi-fi Xpandable plus Ambience Light R 32 AC,"₹59,866",3.7,"Annual Power Usage: 1251 UnitsRoom Size: 151 - 200 sqft1 Year Warranty on Product, 5 Years Warranty on Controller (PCB) and 10 Years Warranty on Compressor",37,"₹80,500",25% off,179 Ratings & 12 Reviews
IFB 2024 Model 1.5 Ton 5 Star Split Inverter AI Convertible 8-in-1 Cooling with Heavy Duty Cooling AC,"₹40,049",4.1,"Annual Power Usage: 706.85 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",37,"₹71,990",44% off,"11,767 Ratings & 1,021 Reviews"
Voltas 2025 Model 1 Ton 3 Star Split Inverter 4-IN-1 Adjustable Mode | Energy Efficient | High Ambient...,"₹27,990",4.1,"Annual Power Usage: 672.93 UnitsRoom Size: 90 sqft or Below5 years warranty from
the date of installation, (Inverter or Fixed Speed
SACs) of Tonnage up to 2.2 Tr (Offer valid only from 31st October 2025 to 30th November 2025). It is applicable only for residential usage only and does not apply to commercial or National Accounts customers, 5 Years warranty on PCB, 10 Years on Inverter Compressor.",37,"₹52,390",46% off,"7,817 Ratings & 861 Reviews"
Haier Kinouchi Limited Edition 2025 Model 1.6 Ton 5 Star Split Inverter with Wi-fi AC,"₹45,990",4.1,Annual Power Usage: 836.95 kWhRoom Size: 151 - 200 sqftManufacturer Warranty: 5 years on the product and 12 years on the compressor (1-year warranty card in the box + 4-year promotional warranty post-installation).,37,"₹78,200",41% off,178 Ratings & 16 Reviews
Panasonic 2025 Model 2 Ton 3 Star Split AC,"₹47,170",4.2,Annual Power Usage: 1195.22 kWhRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,37,"₹69,400",32% off,789 Ratings & 69 Reviews
Mitsubishi 2021 Model 1.6 Ton Split AC,"₹55,999",,Room Size: 151 - 200 sqft,37,"₹62,000",9% off,
Hitachi 2022 Model 1.8 Ton 4 Star Split Inverter AC,"₹52,649",3.1,"Annual Power Usage: 1084.82 UnitsRoom Size: 151 - 200 sqft1 Year on Product, 5 Years on PCB and 10 Years on Compressor",37,"₹61,300",14% off,32 Ratings & 5 Reviews
Panasonic 2023 Model 1.5 Ton 5 Star Split Inverter AC,"₹40,170",4.3,"Annual Power Usage: 774.8 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",37,"₹66,900",39% off,"19,993 Ratings & 2,150 Reviews"
Godrej 2025 Model 1.4 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling Heavy Duty Cooling At Extre...,"₹28,490",3.9,"Annual Power Usage: 905.88 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",37,"₹40,450",29% off,"2,554 Ratings & 205 Reviews"
"Godrej 2025 Model 1.5 Ton 4 Star Split Inverter 5-In-1-Convertible Cooling, 4 Way Air Swing And Heavy ...","₹30,990",4,"Annual Power Usage: 835.07 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",37,"₹46,000",32% off,"9,395 Ratings & 703 Reviews"
Lloyd 2022 Model 0.8 Ton 3 Star Split Inverter AC,"₹24,900",4.1,Annual Power Usage: 585.16 UnitsRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product and 10 Years on Compressor,37,"₹41,990",40% off,"2,757 Ratings & 390 Reviews"
Hitachi 2021 Model 1.5 Ton 3 Star Split AC,"₹37,150",4,Annual Power Usage: 1703.04 UnitsRoom Size: 111 - 150 sqft1 Year on Product and 10 Years on Compressor from Hitachi,37,"₹50,600",26% off,"10,195 Ratings & 1,239 Reviews"
Haier 2025 Model 1.5 Ton 4 Star Split Triple Inverter with Wi-fi AC,"₹35,990",4,Annual Power Usage: 913 kWhRoom Size: 111 - 150 sqft5 years warranty on the product and 12 years warranty on the compressor,37,"₹67,600",46% off,207 Ratings & 15 Reviews
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,"₹35,490",4.2,"Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",37,"₹65,900",46% off,"35,529 Ratings & 4,403 Reviews"
Blue Star 2023 Model 1 Ton 3 Star Split Inverter AC,"₹28,523",4.1,Annual Power Usage: 705.78 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,37,"₹51,750",44% off,"4,392 Ratings & 411 Reviews"
Haier Gravity Series 2025 Model 1.6 Ton 5 Star Split Inverter with Wi-fi AC,"₹43,739",4.1,Annual Power Usage: 836.95 kWhRoom Size: 151 - 200 sqftManufacturer Warranty: 5 years on the product and 12 years on the compressor (1-year warranty card in the box + 4-year promotional warranty post-installation).,37,"₹80,100",45% off,178 Ratings & 16 Reviews
Godrej 2024 Model 2 Ton 3 Star Split Inverter AC,"₹46,490",3.9,Annual Power Usage: 916.68 kWhRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,37,"₹63,600",26% off,"1,690 Ratings & 104 Reviews"
CARRIER 2023 Model 1 Ton 3 Star Split AI Flexicool Inverter Dual Filtration with HD & PM 2.5 Filter AC,"₹32,850",4.2,"Annual Power Usage: 704.46 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",37,"₹56,000",41% off,"13,019 Ratings & 1,541 Reviews"
"Blue Star 2020 Model 1 Ton Portable with Multi Sensors, Self Diagnosis Hydrophilic Gold Fins for Prote...","₹30,900",3.7,Annual Power Usage: 0 UnitsRoom Size: 90 sqft or Below1 Year on Product and 5 Years Warranty on Compressor From Blue Star,37,"₹39,000",20% off,"4,720 Ratings & 632 Reviews"
Panasonic 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,"₹41,390",4.3,"Annual Power Usage: 759.55 UnitsRoom Size: 111 - 150 sqft5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years.",37,"₹59,300",30% off,"19,993 Ratings & 2,150 Reviews"
Lloyd 2022 Model 1.5 Ton 5 Star Split Inverter AC,"₹38,450",4.1,Annual Power Usage: 794.34 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,38,"₹75,990",49% off,"10,706 Ratings & 1,305 Reviews"
"IFB 2023 Model 1 Ton 2 Star Split Inverter Smart Ready, 7 Stage Air Treatment AC","₹29,971",4,"Annual Power Usage: 773.19 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product, 4 Years Super Warranty (T&C Apply), 5 Years Warranty on ODU PCB and 10 Years Warranty on Compressor from IFB",38,"₹40,240",25% off,50 Ratings & 8 Reviews
Godrej 2025 Model 1 Ton 5 Star Split Inverter 5-In-1-Convertible CoolingI-sense Technology with Blue F...,"₹29,990",4,"Annual Power Usage: 516.37 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",38,"₹45,050",33% off,"2,336 Ratings & 235 Reviews"
Daikin 2025 Model 1.5 Ton 3 Star Split Inverter AC,"₹34,490",4.2,Annual Power Usage: 966.47 UnitsRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty from 1 st Nov 2025 to 31st Jan 2026,38,"₹53,830",35% off,"20,403 Ratings & 1,536 Reviews"
Godrej 2024 Model 1 Ton 5 Star Split Inverter AC,"₹29,990",4,"Annual Power Usage: 516.37 UnitsRoom Size: 90 sqft or Below1 Year Warranty on the Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",38,"₹48,990",38% off,"2,336 Ratings & 235 Reviews"
Daikin 2025 Model 1 Ton 5 Star Split Inverter AC,"₹37,990",4.2,"Annual Power Usage: 523.54 kWhRoom Size: 90 sqft or Below1 Year Warranty on the Product, 10 Years Compressor Warranty & 5 Years PCB Warranty.",38,"₹51,150",25% off,"1,641 Ratings & 165 Reviews"
Voltas 2024 Model 1.5 Ton 5 Star Split Inverter AC,"₹36,751",4.2,Annual Power Usage: 750.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,38,"₹68,900",46% off,"38,011 Ratings & 3,641 Reviews"
Blue Star 23 Model 1.5 Ton 3 Star Split Turbo AC,"₹35,052",4.1,Room Size: 111 - 150 sqft,38,"₹63,500",44% off,"24,393 Ratings & 2,066 Reviews"
Haier Kinouchi Limited Edition 2025 Model 1.6 Ton 5 Star Split Inverter with Wi-fi AC,"₹45,990",4.1,Annual Power Usage: 836.95 kWhRoom Size: 151 - 200 sqftManufacturer Warranty: 5 years on the product and 12 years on the compressor (1-year warranty card in the box + 4-year promotional warranty post-installation).,38,"₹78,200",41% off,178 Ratings & 16 Reviews
Voltas 2025 Model 1 Ton 3 Star Split Inverter 4-IN-1 Adjustable Mode | Energy Efficient | High Ambient...,"₹27,990",4.1,"Annual Power Usage: 672.93 UnitsRoom Size: 90 sqft or Below5 years warranty from
the date of installation, (Inverter or Fixed Speed
SACs) of Tonnage up to 2.2 Tr (Offer valid only from 31st October 2025 to 30th November 2025). It is applicable only for residential usage only and does not apply to commercial or National Accounts customers, 5 Years warranty on PCB, 10 Years on Inverter Compressor.",38,"₹52,390",46% off,"7,817 Ratings & 861 Reviews"
BLACK+DECKER 2025 Model 1.5 Ton 3 Star Split Inverter AC,"₹39,999",,"Annual Power Usage: 1011.43 kWhRoom Size: 111 - 150 sqft2 years Comprehensive warranty, 5 years PCB warranty, 10 years compressor warranty",38,"₹55,999",28% off,
Samsung 2025 Model 1.5 Ton 3 Star Split Inverter AC,"₹33,339",4.1,Annual Power Usage: 852.47 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor.,38,"₹56,990",41% off,"35,217 Ratings & 3,227 Reviews"
"Haier 2025 Model 1.5 Ton 3 Star Split Inverter Intelli-Convertible 7 in1 ConvertibleHD Filter, Frost S...","₹31,790",4,Annual Power Usage: 941.42 UnitsRoom Size: 111 - 150 sqftManufacturer Warranty: 5 years on the product and 12 years on the compressor (1-year warranty card in the box + 4-year promotional warranty post-installation). Installation by Haier/authorized centers & 2 maintenance services (paid) yearly is mandatory. T&C apply; excludes gas/plastic parts,38,"₹57,400",44% off,"5,319 Ratings & 534 Reviews"
Godrej 2025 Model 1.4 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling Heavy Duty Cooling At Extre...,"₹28,490",3.9,"Annual Power Usage: 905.88 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",38,"₹40,450",29% off,"2,554 Ratings & 205 Reviews"
LG 2023 Model 1.5 Ton 5 Star Split Inverter AC,"₹43,250",4.2,"Annual Power Usage: 685.26 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor with Gas Charging",38,"₹65,900",34% off,"42,229 Ratings & 4,040 Reviews"
Panasonic 2025 Model 2 Ton 3 Star Split Inverter with Wi-fi AC,"₹47,970",4.2,Annual Power Usage: 1200.23 kWhRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,38,"₹76,900",37% off,789 Ratings & 69 Reviews
Samsung 2023 Model 2 Ton 3 Star Split Inverter AC,"₹46,635",4,Annual Power Usage: 1145.22 UnitsRoom Size: 151 - 200 sqft1 Year Standard Warranty on Product and 10 Years Warranty on Compressor,38,"₹82,990",43% off,352 Ratings & 18 Reviews
Hitachi 2023 Model 1 Ton 5 Star Split Inverter Xpandable plus Ambience Light R 32 AC,"₹37,580",4.2,"Annual Power Usage: 533.61 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on Controller (PCB) and 10 Years Warranty on Compressor",38,"₹62,600",39% off,956 Ratings & 166 Reviews
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,"₹35,490",4.2,"Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",38,"₹65,900",46% off,"35,529 Ratings & 4,403 Reviews"
Panasonic 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,"₹41,390",4.3,"Annual Power Usage: 759.55 UnitsRoom Size: 111 - 150 sqft5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years.",38,"₹59,300",30% off,"19,993 Ratings & 2,150 Reviews"
Blue Star 2023 Model 1 Ton 3 Star Split Inverter AC,"₹34,050",4.1,Annual Power Usage: 705.78 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,38,"₹50,400",32% off,"4,392 Ratings & 411 Reviews"
Haier 2023 Model 1 Ton 5 Star Split Inverter AC,"₹35,800",3.9,Annual Power Usage: 541.48 WRoom Size: 90 sqft or Below5 Year Comprehensive Warranty,38,"₹60,500",40% off,523 Ratings & 70 Reviews
Voltas 2025 Model 1 Ton 5 Star Split Inverter 4-IN-1 Adjustable Mode | Energy Efficient | High Ambient...,"₹32,990",4.2,"Annual Power Usage: 518.75 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product,5 Years on PCB and 10 Years Warranty on Compressor",38,"₹58,890",43% off,"1,843 Ratings & 234 Reviews"
Whirlpool 2025 Model 1.5 Ton 5 Star Split Inverter AC,"₹34,490",4.2,"Annual Power Usage: 728.95 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product, 5 Year Warranty On Compressor",38,"₹65,083",47% off,"20,904 Ratings & 2,368 Reviews"
Voltas 2022 Model 1.5 Ton 5 Star Split Inverter AC,"₹37,850",4.2,Annual Power Usage: 893.02 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years on Compressor,39,"₹75,400",49% off,"38,011 Ratings & 3,641 Reviews"
